{'poly__degree': 2, 'logreg__C': 0.01, 'logreg__max_iter': 500, 'pca__n_components': 0.7};0.7537321264593992;
{'poly__degree': 2, 'logreg__C': 0.1, 'logreg__max_iter': 100, 'pca__n_components': 0.7};0.7446193537102627;
{'poly__degree': 2, 'logreg__C': 0.1, 'logreg__max_iter': 500, 'pca__n_components': 0.7};0.7445799991254537;
;;
Parameters;Mean Accuracy;Test on (2, 0.001, 100, 0.8)
{'poly__degree': 2, 'logreg__C': 0.001, 'logreg__max_iter': 100, 'pca__n_components': 0.8};0.7606629061174516;0.9733127418610431
{'poly__degree': 1, 'logreg__C': 0.001, 'logreg__max_iter': 500, 'pca__n_components': 0.8};0.7516026061480607;
{'poly__degree': 1, 'logreg__C': 0.01, 'logreg__max_iter': 100, 'pca__n_components': 0.8};0.7627705627705628;
{'poly__degree': 1, 'logreg__C': 0.01, 'logreg__max_iter': 500, 'pca__n_components': 0.8};0.7627705627705628;
{'poly__degree': 1, 'logreg__C': 0.1, 'logreg__max_iter': 100, 'pca__n_components': 0.8};0.7617167344440072;
{'poly__degree': 1, 'logreg__C': 0.1, 'logreg__max_iter': 500, 'pca__n_components': 0.8};0.7617167344440072;
{'poly__degree': 2, 'logreg__C': 0.001, 'logreg__max_iter': 100, 'pca__n_components': 0.8};0.7606629061174516;
{'poly__degree': 2, 'logreg__C': 0.001, 'logreg__max_iter': 500, 'pca__n_components': 0.8};0.7606629061174516;
{'poly__degree': 2, 'logreg__C': 0.01, 'logreg__max_iter': 100, 'pca__n_components': 0.8};0.7543705452796362;
{'poly__degree': 2, 'logreg__C': 0.01, 'logreg__max_iter': 500, 'pca__n_components': 0.8};0.7543705452796362;
{'poly__degree': 2, 'logreg__C': 0.1, 'logreg__max_iter': 100, 'pca__n_components': 0.8};0.7559184922821286;
{'poly__degree': 2, 'logreg__C': 0.1, 'logreg__max_iter': 500, 'pca__n_components': 0.8};0.7564257291530018;
;;
;;
Parameters;Mean Accuracy;Test on (2, 0.001, 100, 0.9)
{'poly__degree': 1, 'logreg__C': 0.001, 'logreg__max_iter': 100, 'pca__n_components': 0.9};0.730539158;0.9794404799943196
{'poly__degree': 1, 'logreg__C': 0.001, 'logreg__max_iter': 500, 'pca__n_components': 0.9};0.730539158;
{'poly__degree': 1, 'logreg__C': 0.01, 'logreg__max_iter': 100, 'pca__n_components': 0.9};0.7295115658752023;
{'poly__degree': 1, 'logreg__C': 0.01, 'logreg__max_iter': 500, 'pca__n_components': 0.9};0.7295115658752023;
{'poly__degree': 1, 'logreg__C': 0.1, 'logreg__max_iter': 100, 'pca__n_components': 0.9};0.7302855393764484;
{'poly__degree': 1, 'logreg__C': 0.1, 'logreg__max_iter': 500, 'pca__n_components': 0.9};0.7302855393764484;
{'poly__degree': 2, 'logreg__C': 0.001, 'logreg__max_iter': 100, 'pca__n_components': 0.9};0.7950369495824042;
{'poly__degree': 2, 'logreg__C': 0.001, 'logreg__max_iter': 500, 'pca__n_components': 0.9};0.7950369495824042;
{'poly__degree': 2, 'logreg__C': 0.01, 'logreg__max_iter': 100, 'pca__n_components': 0.9};0.7927456382001837;
{'poly__degree': 2, 'logreg__C': 0.01, 'logreg__max_iter': 500, 'pca__n_components': 0.9};0.7927543836634746;
{'poly__degree': 2, 'logreg__C': 0.1, 'logreg__max_iter': 100, 'pca__n_components': 0.9};0.7902881630154358;
{'poly__degree': 2, 'logreg__C': 0.1, 'logreg__max_iter': 500, 'pca__n_components': 0.9};0.7902881630154358;
